Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,"B2B Services, Tech",ConnecTechAsia,9 Jun 2020-11 Jun 2020,10:00 AM - 06:00 PM,18-20 Jun 2019,Jun-21,Singapore,Singapore,Sands Expo and Convention Centre,1700,40000,https://www.connectechasia.com/,+65 9686 7345,enquiry@connectechasia.com,"Asias MEGA Technology Event

Bringing together BroadcastAsia, CommunicAsia and NXTAsia across 2 venues, ConnecTechAsia showcases state-of-the-art communication, enterprise, broadcast technologies and innovations. Coupled with a supercharged agenda with renowned speakers at ConnecTechAsia Summit, and a host of experiential activities, ConnecTechAsia paves Asias future for technology.

https://www.connectechasia.com/event-highlights/overview","Sony, Canon, IBM, AsiaSat, Amazon Web Services, Fujifilm, PCCW Global, Ikegami, Singtel, Harmonic, Clear-Com, China Satcom, Skyworth, Eutelsat, Arris, Exterity, Grass Valley, Irdeto, Nagra Kudelski, SKY Perfect JSAT Corporation","Eligibility Criteria: Open to industry professionals and enthusiasts
Fees: Free
Registration will be opened.
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",https://www.connectechasia.com/gallery,https://www.youtube.com/channel/UCaScO4RdIBdESyYUWdc6lLw,https://www.facebook.com/ConnecTechAsia/,,https://www.linkedin.com/company/connectechasia/,https://twitter.com/ConnecTechAsia
Conference,"B2B Services, Tech",SecTor,7 Oct 2019-10 Oct 2019,08:00 AM - 05:00 PM (7 Oct 2019-9 Oct 2019)|08:00 AM - 04:00 PM (10 Oct 2019),1-3 Oct 2018,Oct-Nov 2020,Canada,Toronto,Metro Toronto Convention Centre,5000,,https://sector.ca/,+1 416 977 0330,info@sector.ca,"The Canada's Premier Cyber Security Conference

SecTor was founded on a passion for security and it doesnt take long to realize that security extends far beyond the bits and bytes. Our promise is to ensure that we provide quality content  current information you cant get anywhere else. The same rigor and dedication that our advisors apply to the selection of the technical content is also invested in selecting the management track session. Marketing fluff is not allowed or tolerated.

https://sector.ca/about/",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bid - $999
Standard Rate - $1.299
Last Call - $1.499
Attendee Registration",Sponsorship Registration,,https://www.youtube.com/sectorca,https://www.facebook.com/SecTorConference,,https://www.linkedin.com/groups/SecTor-Security-Education-Conference-in-941897/,https://twitter.com/sectorca
Conference,"B2B Services, Tech",World Usability Congress,16 Oct 2019-17 Oct 2019,09:00 AM - 05:00 PM,17-18 Oct 2018,Oct-20,Austria,Graz,Messecongress Graz,600,,https://worldusabilitycongress.com/,+43 664 3400 841,pegasus@worldusabilitycongress.com,"The Leading International Premier UX Design Conference

The World Usability Congress will cover areas like its application-oriented, economic and holistic approach that makes the world usability congress one of a kind on a global scale. This conference will cover topics like Software development, eCommerce, GUI & Motion Design and much more.

https://worldusabilitycongress.com/about/",,"Eligibility Criteria: Open to industry professionals
Fees: Full Congress Ticket - 830
1 Day Ticket - 450
Pre Workshop Ticket - 390
Beyond CX Conference Ticket - 450
UXQCC Foundation Level Certification - 990
Attendee Registration",,,https://www.youtube.com/channel/UC_rfpsySuvn5RtW0yZVpdew,https://www.facebook.com/worldusabilitycongress/,,https://www.linkedin.com/company/world-usability-day-austria/,
Trade Show & Conference,"B2B Services, Tech",Korea Metal Week,17 Jun 2020-20 Jun 2020,10:00 AM - 05:00 PM,19-21 Jun 2019,,South Korea,Goyang-si,Kintex,150000,500,http://korea-metal.com/,,fair@ktfairs.com,"International exhibiton for metal and ores & alloys

Korea Metal Week is a leading professional industry exhibition that deals with all aspects of production in industries of automobiles, shipbuilding, machinery, construction, and more recently IT electronic businesses. KMW will showcase thousands of new technology items for metal industry in Korea. The event will offer the best platform for the metal manufacturing company and buyers.

http://korea-metal.com/sub01_2.asp","Geo Woong Industry, Kyung Il Ultrasonic IND. Co., Ltd., KORYO Precision Eng. Co., Ltd., Kwanglim Corporation, GMI CO., LTD, Mls. Nagpur Pyrolusite Pvt Ltd, Dae Seong Technology Co., Ltd, Daeyong Industries Co., Myonghwa Net Inc., BY Metal Company, Bruker Korea Co.,Ltd, VDM Metals Korea Co.,Ltd., Seoul Small Manufacturer Association, Song Am Trading Corp., Spraying system co., Shinjin Fasteners Co., Ltd,  CAE Technology Inc., Atotech Korea, Yang Yang Metal, SME Trading., Ltd","Eligibility Criteria: Open to industry professionals
Fees: 7.000 KRW
Attendee Registration","Sponsorship Fees: No info
Exhibitor Fees: Shell Scheme Booth (min. 9 sq m) - $3.200
Premium Booth - Upgraded Octanium booth $1.200, Block System booth $1.500
Space Only Booth (min. 18 sq m) - $2.800
Exhibitor Registration",,,,,,
Trade Show & Conference,"B2B Services, Tech",Smart Production Solutions,26 Nov 2019-28 Nov 2019,09:00 AM - 06:00 PM (26 Nov 2019-27 Nov 2019)|09:00 AM - 05:00 PM (28 Nov 2019),27-29 Nov 2018,24-26 Nov 2020,Germany,Nuremberg,NurnbergMesse GmbH,65700,1631,https://sps.mesago.com/events/en.html,+49 711 61946 407,gloria.kuch@mesago.com,"International Exhibition for Electric Automation Technology

With its unique concept, SPS covers the entire spectrum of smart and digital automation from simple sensors to intelligent solutions, from what is feasible today to the vision of a fully digitalized industrial world.

https://sps.mesago.com/events/en/facts-figures.html","3S-Smart Software Solutions GmbH, Algra tec AG, Baumller Nrnberg GmbH, B+B Thermo-Technik GmbH, Bosch Rexroth AG, Robert Bosch GmbH, Habia Cable AB, Chauvin Arnoux GmbH, Delphin Technology AG, Dynetics GmbH, enders GmbH, Euchner GmbH + Co. KG, F.EE GmbH Informatik + Systeme, Industrie Informatik GmbH, Intel Corporation (UK) Ltd., macio GmbH, Mitsubishi Electric Europe B.V., Panasonic Electric Works Europe AG, SABO Elektronik GmbH, Schneider Electric GmbH","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: One Day Ticket - 30
Season Ticket - 65
Attendee Registration","Sponsorship Fees: No info
Exhibitor Fees: Raw stand - 221/sq m
Corner stand - 267/sq m
Head stand - 278/sq m
Island stand - 289/sq m
Exhibitor Registration",https://sps.mesago.com/events/en/facts-figures.html#impressions,,https://www.facebook.com/spsmesse/,https://www.instagram.com/spsmesse/,https://www.linkedin.com/showcase/sps-smart-production-solutions/,https://twitter.com/spsmesse
Trade Show & Conference,"B2B Services, Tech",3DPRINTEXPO,5 Aug 2019-6 Aug 2019,10:00 AM - 06:00 PM,6-7 Aug 2018,Aug-20,India,New Delhi,Pragati Maidan,3000,49,https://www.3dprintexpo.in/index.html,+91 120 456 7806,info@3dprintexpo.in,"The first and the only Expo on 3D Printing Technology in North India

Opportunity to meet the 3D Printing & Additive Manufacturing companies, Industry 4.0, Smart Manufacturing Technology, domain experts who will share their perspective on how businesses are adopting 3D Printing & Additive Manufacturing, Smart Manufacturing, in manufacturing and using innovative technologies & platforms as a part of their growth strategies in manufacturing sector.

https://www.3dprintexpo.in/ataglance.html","3DR Holdings USA, The National Small Industries Corporation Ltd, 3Dprint.com, SmarTech Analysis, Novabeans, Solidspace, Sahas, Adroitec, Shining 3D, Unicorn Denmart, Genoray, 3DigiPrints, Make3d.in, Gizmo 3D Printers, Lakshmi Vacuum, Monotech Systems Limited, Vaquform, Creative Engineering, Kings 3D Printing, Proxbotics","Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration","Sponsorshi Fees: Vary between $1.000 - $18.000
Exhibitor Fees: Bare space - $300 per sq m
Shell sceheme - $325 per sq m
Exhibitor Registration",https://www.3dprintexpo.in/3dprintexpo2018.html,https://www.3dprintexpo.in/3dprintexpo2018.html,https://www.facebook.com/3dprintexpoin/,,,https://twitter.com/3dprintexpoin
Conference,"B2B Services, Tech",I Code Java Conference,24 Jul 2019-26 Jul 2019,09:00 AM - 04:00 PM (24 Jul 2019)|08:45 AM - 03:55 PM (25 Jul 2019-26 Jul 2019),11-13 Jul 2018,Jul-20,South Africa,Johannesburg,Microsoft Head Office,,,http://j-sa.co/#home,,info@javasouthafrica.com,"Share latest trends, technologies and best practices with African JUG Community

Welcome to our 5th annual I Code Java Conference held in Johannesburg 24th  26th July 2019. Workshops will be 24th July, Conference 25th & 26th July. Our aim is to share latest trends, technologies and best practices with our African JUG Community. We have been attracting some top Java Champions to South Africa. This year will be no different, and we excited to be adding more tracks to our event.

http://j-sa.co/#home",,"Eligibility Criteria: Open to industry professionals
Fees: Standard full access (3 days) - R 2.750
Standard (Conference days only) - R 1.900
Standard (Workshop day only) -R 1.000
Attendee Registration",,http://j-sa.co/archived/2018/,,https://www.facebook.com/icodejava/,,,https://twitter.com/JavaAfrica
Trade Show,"B2B Services, Tech",International Digital Signage Expo,27 Aug 2019-29 Aug 2019,04:00 PM - 10:00 PM,,Aug-20,Saudi Arabia,Riyadh,Riyadh International Convention & Exhibition Center,,,http://www.idsexpo.com/index.php,+966 56 415 6393,s.rahman@expohorizon.com,"Best and most comprehensive digital signage expo

As the best and most comprehensive digital signage expo, IDSE has been capturing the imaginations and signage dynamics of the world for years now.Creating a unique sphere and platform for innovations, breakthrough technologies and matchless business opportunities for companies and prospective clients from around the world, IDSE has been able to create a peerless legacy in the international digital signage domain.

http://www.idsexpo.com/about-idse.php",,"Eligibility Criteria: Open to industry professionals
Fees: Free","Sponsorship Fees: Vary between $50.000 - $150.000
Sponsorship packages include exhibiton
Exhibitor Fees: Contact required for pricing information",,,https://www.facebook.com/IDSESaudi/,,,
Trade Show & Conference,"B2B Services, Tech",Digital Signage Expo,31 Mar 2020-1 Mar 2020,09:00 AM-06:00 PM,26-29 Mar 2019,Mar-Apr 2021,USA,Las Vegas,Las Vegas Convention Center,4000,200,https://www.digitalsignageexpo.net/,,,"The worlds largest digital signage event

Digital Signage Expo is a fully immersive experience that explores every aspect of digital and interactive display, from concept and design to content and analytics. Its the worlds only comprehensive international event dedicated to digital signage solutions, where every end user vertical market is covered, from retail to entertainmentand it surrounds you with all of the buzzworthy technologies and content solutions that are transforming business communication, customer engagement and brand experiences today.

https://www.digitalsignageexpo.net/about","22MILES Wayfinding, Bisco Industries, ComQi, Data Call Technologies, DynaScan Technology, Epson America Inc., Jetway Computer Corp., Lenovo, NEC Display Solutions, Rose Electronics, Simtec Systems GmbH, Sony Electronics, Inc., Teamviewer, LLC, Userful Corporation, Vistar Media, WM Technology, WTI Wireless, Zytronic, LG-MRI, Advantech Corp.","Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration","Sponsorship Fees: Options vary from $995 to $35.000
Exhibitor Fees: DSF Member Price
Starts from $14.500 to $78.000
Non-DSF Member Price
Starts from $16.000 to $86.000
Exhibitor Registration",https://www.flickr.com/photos/dsexpo/collections/72157624230188267,https://www.youtube.com/user/TheDSEtube,https://www.facebook.com/DSExpo,https://www.instagram.com/digitalsignageexpo/,https://www.linkedin.com/groups/1225757/,https://twitter.com/DSExpo
Conference,"B2B Services, Tech",Vancouver Cybersecurity Conference,25 Jul 2019,08:00 AM - 05:00 PM,18-Oct-18,,Canada,Vancouver,Fairmont Waterfront,,,https://dataconnectors.com/events/vancouver2019/,+1 636 778 9495,info@dataconnectors.com,"A Conference on Cybersecurity Strategies

Vancouver Tech-Security Conference features vendor exhibits and educational sessions discussing current cyber security threats and solutions. Attendees will leave our event with the knowledge and tools to secure their company's network and information.

https://dataconnectors.com/events/vancouver2019/",,"Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration",Sponsorship Fees: Vary between $1.500 - $4.500,,,https://www.facebook.com/DataConnectors/,,https://www.linkedin.com/company/dataconnectors/,https://twitter.com/DataConnectors
