Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,"Environment, Waste",European Ecological Federation Congress,29 Jul 2019-2 Aug 2019,08:15 AM - 08:00 PM,,Jul-Aug 2020,Portugal,Lisbon,Faculty of Sciences of the University of Lisbon,,,https://eeflisbon2019.org/en,+351 215 870 926,eeflisbon2019@leading.pt,"Embedding Ecology in Sustainable Development Goals

The overarching theme of this conference, Embedding Ecology in Sustainable Development Goals, is intended to promote discussions and interactions on how to integrate basic and applied ecological research, and their trans-disciplinarily impacts, for the effective implementation of the United Nations’ 2030 Su""stainable Development Goals.

https://eeflisbon2019.org/en/content/about_congress/welcome_message/welcome.html",,"Eligibility Criteria: Open to industry professionals
Fees: Regular participant - €550
Regular Participant (SPECO, SIBECOL or EEF member) - €500
Student (including Phd Students) - €450
Student (SPECO, SIBECOL or EEF member) - €400
Attendee Registration","Sponsorship Fees:  Packages vary between €500 - €6.000
Exhibition Fees: €1.500 - €3.000
Exhibition Packages",,https://www.youtube.com/watch?v=ArSTeAiFWt4,,,,
Conference,"Environment, Waste",International Eco-Conference,1 Aug 2019-4 Aug 2019,09:00 AM - 06:00 PM,,Aug-20,India,Chennai,CSI Synod Centre,,,http://www.csiecoconf.com/,+91 98472 75754,drmathewkoshy51@gmail.com,"Greening the Globe for Sustainable Living

International Eco-Conference aims to interface with the social, political, educational, economic, tribal, Dalit and religious leaders for evolving some practical suggestions, challenge the students and teachers for a new approach and to inspire them for a relevant ecological ministry, discern the life-threatening forces in the reality of global changes and educate the people for alternatives, and much more.

http://www.csiecoconf.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration",,,,,,,
Conference,"Environment, Waste",Sustainable Built Environment Conference,6 Aug 2019-7 Aug 2019,09:00 AM - 06:00 PM,,,Japan,Tokyo,University of Tokyo Komaba Campus,,,https://sbe19tokyo.org/,+81 3 5396 8167,sbe19tokyo-reg@jtbcom.co.jp,"
Built Environment in an Era of Climate Change

The conference aims to encourage the participation and commitment of students and experts/professions of coming/acting generation who proactively researches on sustainable built environmental related issues that are critically relevant to the mitigation of and the adaptation to the undergoing climate change.

https://sbe19tokyo.org/",,"Eligibility Criteria: Open to industry professionals
Fees: Professionals
Early - JPY 36.000, Late - JPY 50.000, Onsite - JPY 72.000
Students
Early - JPY 10.000, Late - JPY 20.000, Onsite - JPY 30.000
Attendee Registration",,,,,,,
Conference,"Environment, Waste",Central Europe Towards Sustainable Building,2 Jul 2019-4 Jul 2019,09:00 AM - 08:00 PM (2 Jul 2019)|09:00 AM - 05:30 PM (3 Jul 2019)|09:00 AM - 06:00 PM (4 Jul 2019),,,Czechia,Prague,"Czech Technical University in Prague, Faculty of Civil Engineering ",,,http://cesb.cz/,, secretariat@cesb.cz,"The Next Challenges and Opportunities of Sustainable Building

Central Europe towards Sustainable Building Prague 2019 (CESB19) event will be a part of 2019 international Sustainable Built Environment conference series convened under auspices of the four international organizations: iiSBE, CIB, UNEP-SBCI, FIDIC and the Global Alliance for Building and Construction.

http://cesb.cz/topics/",,"Eligibility Criteria: Open to industry professionals
Fees: Standard - €790
Members of iiSBE, CIB, UNEP, FIDIC, CSBS, ?KAIT, ?VUT - €690
Scientific Committee Members - €620
Master and Bachelor students - €420
Attendee Registration",,,,,,,
Conference,"Environment, Waste",Sustainable Built Environment D-A-C-H Conference,11 Sep 2019-14 Sep 2019,10:30 AM - 06:00 PM (11 Sep 2019)|09:00 AM - 06:00 PM (12 Sep 2019)|09:00 AM - 05:00 PM (13 Sep 2019)|09:30 AM - 03:00 PM (14 Sep 2019),,,Austria,Graz,Graz University of Technology,,,https://www.tugraz.at,,sbe19@tugraz.at,"Transition Towards a Net Zero Carbon Built Environment

The SBE19 Graz conference is part of a major international series of conferences that focuses on sustainable buildings and construction. SBE19 Graz will be one of the regional conferences, while the global conference World Sustainable Built Envoronment Conference (WSBE2020) will be held in Gothenburg, Sweden in 2020.

https://www.tugraz.at/en/events/sbe19/conference/about/",,"Eligibility Criteria: Opent o industry professionals
Fees: Standard - €790
Members of iiSBE, CIB, UNEP, FIDIC, GABC and Scientific Committee Members - €710
PhD Students - €490
Master and Bachelor Students - €380
Attendee Registration","Sponsorship opportunity available
Contact required for further information",,,,,,
Conference,"Environment, Waste",World Sustainable Built Environment Conference: Beyond 2020,9 Jun 2020-11 Jun 2020,08:30 AM - 05:30 PM (9 Jun 2020)|09:00 AM - 05:30 PM (10 Jun 2020)|09:00 AM - 06:00 PM (11 Jun 2020),,,Sweden,Gothenburg,Svenska Mässan,,,https://beyond2020.se/,+46 31 708 86 90,beyond2020@meetx.se,"Let's Shape the Sustainable Cities and Communities of the Future

BEYOND 2020 will focus on creating clear links between the most relevant UN Sustainable Development Goals (SDGs) and the built environment. Central to our discussion will be achieving UN Sustainable Development Goal 11, Sustainable cities and communities by the 2030 deadline.

https://beyond2020.se/conference/conference-main-theme/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Registration will be opened.
Attendee Registration","Contact required to get sponsorship and exhibiton invitation
Exhibitor Registration",,https://www.youtube.com/channel/UCawtxBpfyLE_mhPJT3rfwtg/featured?disable_polymer=true,https://www.facebook.com/beyond2020gothenburg/,,https://www.linkedin.com/company/beyond2020-gothenburg/,https://twitter.com/2020Beyond
Conference,"Environment, Waste",SBE19 Thessaloniki,23 Oct 2019-25 Oct 2019,09:00 AM - 06:00 PM,17-19 Oct 2016,Oct-22,Greece,Thessaloniki,Aristotle University’s Research Dissemination Center,,,http://sbe19-thessaloniki.gr/,,info@sbe19-thessaloniki.gr,"Sustainability in the built environment for climate change mitigation

SBE19 Thessaloniki, a peer-reviewed conference with focus on different aspects of sustainability in the built environment, is organized by the Laboratory of Building Construction and Building Physics of the Department of Civil Engineering, A.U.Th., within the framework of SBE series.

http://sbe19-thessaloniki.gr/",,"Eligibility Criteria: Open to industry professionals
Fees: Free for attendants
Attendee Registration",,,,,,,
Conference,"Environment, Waste",SBE19 Wales,24 Sep 2019-25 Sep 2019,09:00 AM - 07:00 PM (24 Sep 2019)|09:00 AM - 06:00 PM (25 Sep 2019),,,Wales,Cardiff,Principality Stadium,,,http://sbe19.wales/,,contact@sbe19.wales,"Increase Knowledge and Skills Related to Climate Change Policies and Actions

The aim of this event is to bring together climate and energy researchers, built environment professionals, policy experts and government officials to focus on the transition of energy and low carbon policies into practice.

http://sbe19.wales/general-information/",,"Eligibility Criteria: Open to industry professionals
Fees: Early-bird - £280
Standard - £380
Student (conference attendance only) - £80
Student (conference and dinner on 24th September 2019) - £130

Attendee Registration",,,,,,,https://twitter.com/SBE19Wales
Conference,"Environment, Waste",Sustainable Built Temuco,16 Oct 2019-18 Oct 2019,09:00 AM - 06:00 PM,,,Chile,Temuco,Universidad Católica de Temuco,,,https://sbe19temuco.cl/,+5645 2205227,sbeconferencetemuco19@uct.cl,"Urban Planning Global Problems and Local Policies

The purpose of this event is to bring together environment, sustainable built environment, urban planning, infrastructure and climate change experts, professionals, and entrepreneurs, consultants, and providers, and academics, and students, as well as experts in local adaptation planning.

https://sbe19temuco.cl/",,"Eligibility Criteria: Open to industry professionals
Fees: General public - $90
General students - $22
UCT Students - $8
Attendee Registration",,,,,,,
Conference,"Environment, Waste",East African Clean Expo,16 Aug 2019-18 Aug 2019,09:00 AM - 05:00 PM,,Aug-20,Kenya,Nairobi,The Sarit Expo Centre,1200,,https://clean.co.ke/,+254 777 333 368,info@clean.co.ke,"The premier exhibition for the cleaning Industry and professional cleaning in East Africa

Bringing a new event to life that fills a need in the market is something we don’t take lightly. Designed and targeted for end users of cleaning products and equipment — decision makers in healthcare, education, government and hospitality facilities as well as building service contractors — Clean Expo is sure to attract buyers from not only the building-rich Kenya, but the entire East African Region.

https://clean.co.ke/",,"Eligilbility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: Starts at KES 2.500.000
Exhibitor Fees: Starts at KES 100.000",,,https://www.facebook.com/EastAfricaClean,https://www.instagram.com/eastafricaclean/,https://www.linkedin.com/company/EastAfricaClean/about/,https://twitter.com/EastAfricaClean
