Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,Advertising,Digital Marketing World Forum Europe,25 Nov 2019-26 Nov 2019,08:00 AM - 07:00 PM,19-20 Sep 2018,TBA,Netherlands,Amsterdam,"Elicium Center, RAI Amsterdam",800,40,https://digitalmarketing-conference.com/europe/,+44 117 973 2353,hello@dmwf.co,"Exploring The Future of Digital Marketing Technologies

Exploring the latest trends & strategies within Digital Marketing and covering Digital Marketing Technologies, Virtual Reality, Artificial Intelligence, Influencer Marketing, UX, CX, eCommerce, Content Marketing, Data, Analytics, and Mobile, this conference is not to be missed.

https://digitalmarketing-conference.com/europe/","Related Digital,Dzinga,Apifonica,Kompass,Lab Cave,Statista,SmartFrame,Buyapowa,IMA,Neurofied,Consent.io,Holofil,Twitter Counter,Veylinx,Roader,Flowbox,Startup Amsterdam","Eligibility Criteria: Open to industry professionals
Fees: Early bird price
One day - 399
Two days - 795
After 31 Aug 2019, midnight
One day - 465
Two days - 849
After 8 Nov 2019, midnight
One day - 495
Two days - 899
On 25 Nov 2019
One day - 549
Two days - 999
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",,,https://www.facebook.com/DigiMarketingWF,https://www.instagram.com/dmwfconference/,https://www.linkedin.com/groups/1161997/,https://twitter.com/DigiMarketingWF
Conference,Advertising,Future Social Media Strategy Forum,19 Aug 2019-20 Aug 2019,08:00 AM - 05:00 PM,31 May-1 Jun 2018,TBA,Australia,Melbourne,Bayview Eden Melbourne,,,https://ibrc.com.au/event/international-business-review-presentsthe-future-of-social-media-marketing-strategy-preparing-for-the-2019-social-shift/,+61 2 9896 0776,register@ibrc.com.au,"The Future Frontiers of Social Media

This two day agenda has been curated to ensure delegates leave feeling inspired to innovate and review their current social strategy. With social opportunity rising knowing where to place your focus next is paramount to staying relevant and engaging. Delegates will be taken on a journey through current pioneering social success and the future landscape currently shaping the next 12 months of social innovation.

https://ibrc.com.au/event/international-business-review-presentsthe-future-of-social-media-marketing-strategy-preparing-for-the-2019-social-shift/",,"Eligibility Criteria: Open to industry professionals
Fees: Normal rate - $2.495 + GST
Attendee Registration","Sponsorship Fees: Different packages available
Contact required for pricing information
Sponsorship Registration",,,,,,https://twitter.com/IBRConference
Conference,Advertising,Digital Media Africa,11 Sep 2019-12 Sep 2019,09:00 AM - 05:00 PM (11 Sep 2019)|09:30 AM - 05:00 PM (12 Sep 2019),23-Nov-18,TBA,South Africa,Sandton,Hilton Sandton,,,https://events.wan-ifra.org/events/digital-media-africa-2019,+27 11 888 0140,nkubeka@frayintermedia.com,"Africa's Premiere Digital Innovation and Revenue Conference

Africas media landscape has undergone substantial changes since publishers gathered for the first Digital Media Africa conference in 2016. Join us again in September 2019 when WAN-IFRA hosts the continent-wide gathering to explore new digital revenue models and how best to engage loyal readers.

https://events.wan-ifra.org/events/digital-media-africa-2019",,"Eligibility Criteria: Open to industry professionals
Fees: WAN-IFRA Members - $460
Non-Members - $570
Attendee Registration",,,,https://www.facebook.com/newspaperworld,,https://www.linkedin.com/company/wan-ifra/,https://twitter.com/NewspaperWorld
Conference,Advertising,Media Meet,29 Aug 2019-31 Aug 2019,09:00 AM - 06:00 PM,27-28 Jul 2018,Jul-Aug 2020,India,Bengaluru,Christ University,,,https://mediameet.christuniversity.in/home,,mediameet@christuniversity.in,"A Seminar organised by the  Department of Media Studies

Invariably all the domains of media - whether it be films, advertisement, public relations, journalism, social media, etc. - need to confirm to ethical standards. Challenges in the form of digital piracy, intellectual property rights, representation, trolls, fake news, paid news, ownership patterns, TRPs, user-driven content prioritization, etc. need to be addressed. Media Meet 2019 attempts to address such crucial issues related to media ethics and identify the ways forward.

https://mediameet.christuniversity.in/home",,"Eligibility Criteria: Open to industry professionals
Fees: Indian participants - INR 1.000
Scholars/students - INR 500
Oversea participants - $100
Attendee Registration",,,https://mediameet.christuniversity.in/about-us,,,,
Conference,Advertising,Digital Marketing Transformation,26 Aug 2019-27 Aug 2019,09:00 AM - 06:00 PM,4-5 Feb 2019,Feb-20,USA,Dallas,The Fairmont,,,https://mill-all.com/assemblies/digital-marketing-transformation-8,+1 212 256 9890,info@mill-all.com,"Strategies Driving Digital Marketing in 2019 and Beyond

The Digital Marketing Transformation Assembly will bring together North Americas most prominent digital marketing technology and business leaders from all major consumer-driven industries to discuss the latest technology, innovations, and strategies driving digital marketing in 2019 and beyond.

https://mill-all.com/assemblies/digital-marketing-transformation-8/#overview",,"Eligibility Criteria: This is a by invitation only event.
Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration","Sponsorship Fees: Contact required for pricing information
Sponsorship Registration",,https://www.youtube.com/watch?v=ureX9TiMuMs&list=PLVnZ3nNLO_3IE2FO07NjLfB0QGq5FD-zR,https://www.facebook.com/MillenniumAlliance,https://www.instagram.com/millennium_alliance/,https://www.linkedin.com/company/the-millennium-alliance/,https://twitter.com/Mill_All
Conference,Advertising,Digital and Social Media Marketing Summit Toronto,27 Sep 2019,09:00 AM - 06:00 PM,,TBA,Canada,Toronto,Courtyard by Marriott Toronto Downtown,100,,https://www.testingmind.com/event/digital-and-social-media-marketing-toronto-2019/,+1 732 707 7884,contact.usa@testingmind.com,"Revolution of Digital Force in Marketing Space

Digital and Social Media Marketing Summit in Toronto, is a one day event focused on the strategy of utilizing the Digital and Social media potential to increase your brand presence and assuring your social media business approach. The conference is exclusively designed for strategist helping them deploy new thoughts and strategies approach to penetrate the market and build a strong market presence.

https://www.testingmind.com/event/digital-and-social-media-marketing-toronto-2019/",,"Eligibility Criteria: Open to industry professionals
Fees: Super early bird - $250
SEB (Group of 2) - $450
SEB (Group of 4) - $860
SEB (Group of 6) - $1.230
Attendee Registration","Sponsorship opportunity available
Contact required for further information",,,,https://www.instagram.com/testingmind/,https://www.linkedin.com/company/testingmind-consulting-pvt.-ltd./,https://twitter.com/testingmindcon
Conference,Advertising,Social Media Conference,9 Sep 2019-10 Sep 2019,10:00 AM - 06:00 PM (9 Sep 2019)|08:00 AM - 05:45 PM (10 Sep 2019),20-21 Sep 2018,Sep-20,Germany,Berlin,Quadriga Forum,100,,https://conferences.quadriga.eu/socialmedia,+49 30 84 85 9 198,help@quadriga.eu,"From Social to Human Media

The Social Media Conference brings together integrating stakeholders and focus on creating proper content using the right channels and improving internal processes measuring performance as well as identifying future trends.

https://conferences.quadriga.eu/socialmedia",,"Eligibility Criteria: Open to industry professionals
Fees: Smart rate (Valid until 2 Aug) - 1.290
Full price - 1.490
Additional seminars (two seminars) - 350 for each
Attendee Registration",,https://conferences.quadriga.eu/socialmedia/review,,,,,https://twitter.com/QConferences
Conference,Advertising,Future TV Advertising Forum Canada,10 Sep 2019,09:00 AM - 06:00 PM,20-Sep-18,Sep-20,Canada,Toronto,The Carlu,300,,https://www.futuretvads.com/canada,+44 20 7420 3252,,"Leading Event Focused on Driving Innovation Television Advertising in Canada

During this two-day conference, delegates debate how to evolve television to be better traded, targeted, data-led and measured. They also look at econometrics and discuss how the advertising industry proves the effectiveness of different media more accurately, determines long-term as well as short-term ROI and optimizes budget allocations.

https://www.futuretvads.com/canada/about-ftv-canada/",,"Eligibility Criteria: Open to industry professionals
Fees: 1 Day Delegate Pass Early Bird - CAD $495
Regular Rate - CAD $695
Attendee Registration",,,https://www.futuretvads.com/canada/videos-2018/,,https://www.instagram.com/mediatelevents/,https://www.linkedin.com/company/mediatel-events/,https://twitter.com/videonetnews
Conference,Advertising,Future TV Advertising Forum London,10 Dec 2019-11 Dec 2019,09:00 AM - 06:00 PM,5-6 Dec 2018,Dec-20,United Kingdom,London,Kings Place,350,,https://www.futuretvads.com,+44 20 7420 3252,,"Premier Strategy and Thought-Leadership Event for TV Advertising Globally

This year's forum is focused on making TV the best performance media it can be, delivering on short-term objectives as well as long-term brand building, and identifying the conditions needed to make TV the centrepiece of multi-channel marketing, including for direct-to-consumer and other digital-first brands.

https://www.futuretvads.com/","admo.tv,S&T - Strategy & Technology,Yospace,Synapse","Eligibility Criteria: Open to industry professionals
Fees: Super early bird - 795
Early bird rate - 995
Regular rate - 1.095
Attendee Registration",,,https://www.futuretvads.com/2018-video-presentations/,,https://www.instagram.com/mediatelevents/,https://www.linkedin.com/company/mediatel-events/,https://twitter.com/videonetnews
Conference,Advertising,Future TV Advertising Forum Manchester,6 Nov 2019,09:00 AM - 02:10 PM,06-Nov-18,Nov-20,United Kingdom,Manchester,The Comedy Store,200,,https://www.futuretvads.com/manchester/,+44 20 7420 3252,,"Leading Local Event for Advertising Agencies and Broadcoasters Based in the North of England

During this half-day conference, delegates will debate how you prove the value of TV for long-term brand building and sales, as well as short-term performance. It discusses advanced advertising, next-generation measurement, and finds out what the digital consumer wants.

https://www.futuretvads.com/manchester/about-ftv-manchester/",,Registration will be opened.,"Sponsorship opportunity available
Contact required for further information",,https://www.youtube.com/channel/UCasULBZmWlQVSUtSU2ANlfQ,,https://www.instagram.com/mediatelevents/,https://www.linkedin.com/company/mediatel-events/,https://twitter.com/videonetnews
Conference,Advertising,Future TV Advertising Forum Sydney,27 Feb 2020,08:45 AM - 06:00 PM,28-Feb-19,Feb-21,Australia,Sydney,Doltone House,200,,https://www.futuretvads.com/sydney/,+44 20 7420 3252,,"The Future of Brands, Agencies and TV Advertising in ANZ

Future TV Advertising Forum Sydney investigates how the television industry can win the race to combine the best context and reach with household-level targeting, ensuring it masters both content and data before digital rivals like Google and Facebook can do the same. It also explores how the TV ecosystem can provide a holistic understanding of the advertising consumers have seen across all screens, and the online and offline actions that followed exposure.

https://www.futuretvads.com/sydney/about-ftv-sydney/",,"Eligibility Criteria: Open to industry professionals
Fees: Tickets sold out. No info
Attendee Registration",,,https://www.futuretvads.com/sydney/2019-video-presentations/,,,,https://twitter.com/videonetnews
Conference,Advertising,Future TV Advertising Forum Amsterdam,16 Sep 2019,01:00 PM - 05:00 PM,,Feb-20,Netherlands,Amsterdam,Rosarium Amstelpark,,,https://www.futuretvads.com/amsterdam/,+44 20 7420 3252,,"Exploring The Future of TV as an Advertising Medium in the Benelux Region

Future TV Advertising Forum Amsterdam is firmly focused on the expectations of media buyers in Benelux and whether television can meet them. This is the latest in the market-leading event series that includes London, Toronto, Sydney and Manchester. Join us for an afternoon of thought-leadership and relaxed networking that will deliver some serious ROI on your time investment.

https://www.futuretvads.com/amsterdam/about-ftv-amsterdam/",,"Eligibility Criteria: Open to industry professionals
Fees: 235,95 incl. VAT
Contact required for group discounts
Attendee Registration",,,,,https://www.instagram.com/mediatelevents/,https://www.linkedin.com/company/mediatel-events/,https://twitter.com/videonetnews
Trade Show & Conference,Advertising,Brand Licensing Europe,1 Oct 2019-3 Oct 2019,09:00 AM - 05:00 PM (1 Oct 2019-2 Oct 2019)|09:00 AM - 04:00 PM (3 Oct 2019),9-11 Oct 2018,Oct-20,United Kingdom,London,ExCeL London,7800,260,https://www.brandlicensing.eu/,,Laura.Freedman-Dagg@ubm.com,"The Definitive Event for the European Brand Licensing Industry

Brand Licensing Europe is the only pan-European event dedicated to licensing and brand extension, bringing together 280+ leading brand owners with 7,500+ retailers, licensees and manufacturers for three days of deal-making, networking and trend spotting. BLE is a must-attend event for anyone looking to discover and secure deals with the hottest brands, characters and images available for licensing.

https://www.brandlicensing.eu/about/about-the-event","Activision l Blizzard,Arsenal FC,AC Milan,Automobili Lamborghini,BANDAI NAMCO Entertainment Europe S.A.,BBC Studios,Carbon 12.011 Licensing,CHF Entertainment Limited,CPLG / DHX Media,DRi Licensing,emoji company GmbH,European & Global Licensing BV,Fashion UK & Global Licensing,FC Barcelona,FC Internazionale Milano,Global Brands Group,Hasbro Consumer Products,Hyundai Technology,JCB Consumer Products,Juventus Football Club","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",,https://www.youtube.com/channel/UCmCH3PM8weiJ3e9NlQKfb4g?view_as=subscriber,https://www.facebook.com/brandlicensingeurope,https://www.instagram.com/global_licensing/,https://www.linkedin.com/showcase/17878088/,https://twitter.com/bleurope
Trade Show & Conference,Advertising,Affiliate Summit East,11 Aug 2019-13 Aug 2019,09:00 AM - 06:00 PM,29-31 Jul 2018,Jul-Aug 2020,USA,New York,New York Marriott Marquis,5000,310,https://www.affiliatesummit.com/east,+44 20 7384 7762,robert@affiliatesummit.com,"The Marketing Industry's Premier Global Event

During August 11 - 13, 2019, thousands of digital marketers will gather at the New York Marriott Marquis for the performance marketing industrys premier global event, Affiliate Summit East 2019 (#ASE19). These decision makers are comprised of online publishers, influencers, media owners, traffic sources, advertisers, global brands, networks, technology firms, agencies, and other solution providers. There is no substitute for being here, demonstrating your solutions and building face-to-face relationships.

https://www.affiliatesummit.com/east","AdAction Interactive,Adsterra Network,Allswell,Brand Cycle,ClickBooth,Collosus Media, LLC,Digital Media Solutions,Everflow.io,Flex Marketing Group,Go4Clients,Groupon,Horizon Gold Card,Intermaxgroup AG,LeadsGate,Lincoln Concepts Manamagement,MerchantX,Nutralight ADS,Paysafe,Poplar Marketing LLC,Soleo","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: VIP - $899
Networking Plus - $599
Networking - $499
AM Days Workshops Only - Free
Attendee Registration","Sponsorship Fees: Various sponsorship packages available
Contact required for further information
Exhibitor Fees: Booth options start from $7.018
Standard Meet Market Table - $7.000
Corner Meet Market Table - $7.500
Premium Meet Market Table - $8.000
Premium Corner Meet Market Table - $9.000
Exhibititon & Sponsorship Packages",,https://www.youtube.com/playlist?list=PL48OSfuVxL6W6cAL2jl8iPOkrx8Sfw7A-,https://www.facebook.com/AffiliateSummit,https://www.instagram.com/affiliatesummit,https://www.linkedin.com/company/affiliate-summit,https://twitter.com/affiliatesummit
Trade Show & Conference,Advertising,Affiliate Summit Asia Pacific,1 Oct 2019-2 Oct 2019,09:00 AM - 06:00 PM,1-3 Oct 2018,Oct-20,Singapore,,Sands Expo Centre,600,70,https://www.affiliatesummit.com/asia,+44 20 7384 7762,robert@affiliatesummit.com,"Leading Marketing Show in the Region

A two-day exhibition that will feature the key networks and technology providers in Asia, as well as the current Affiliate Summit Marketplace showcasing the region's leading, and up-and-coming advertisers. Content created by our Affiliate Summit APAC advisory board  covering compliance, payments, tracking, innovation and all the latest industry challenges and opportunities.

https://www.affiliatesummit.com/asia","1XBet,Cashback World,Clickwise,CMO Asia,Leadbit,Qatar Airways,Rakuten Marketing,Skimlings,Webeye,Sentience, Inc.,Partnerize,Optimise,Involve Asia Technologies SDN BHD,Hastraffic,Chinesean,Avantlink,Anolbe,Accesstrade by Interspace,Webgains,AWIN","Eligibility Criteria: Open to indusry professionals and trade visitors
Fees: VIP - $650
Networking - $350
Networking Plus - $500
Attendee Registration","Sponsorship Fees: Packages vary between $1.300 - $10.500
Exhibitor Fees: 3m x 3m Schell Scheme Standard
Prior Friday, June 21 - $4.500
June 22 - August 23 - $5.500
August 24 - Sep. 27 - $6.500
Full Price - $7.500
3m x 3m Shell Scheme Corner
Prior Friday, June 21 - $5.000
June 22 - August 23 - $6.000
August 24 - Sep. 27 - $7.000
Full Price - $8.000
Exhibitor Registration",,,https://www.facebook.com/AffiliateSummit,https://www.instagram.com/affiliatesummit,https://www.linkedin.com/company/affiliate-summit,https://twitter.com/affiliatesummit
