Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show,"Baby, Children, Maternity",Children Baby Maternity Expo Turkey,8 Jan 2020-11 Jan 2020,10:00 AM - 06:00 PM,9-12 Jan 2019,Jan-20,Turkey,Istanbul,Istanbul Expo Center,15000,250,https://www.cbmeturkey.com/,+90 533 559 13 43,hatice@efemfuar.com,"The leading children, baby and maternity products exhibition in Eurasia region

Regarded as the only gateway to the Eurasia market, CBME Turkey has grown larger than ever! Being the most recognized baby and children trade show in Eurasia, CBME Turkey is definitely an international marketplace for buyers to source producers with high quality and good price.

https://www.cbmeturkey.com/general-info","Alexpo - Childhood Business,Amber by Mazukna,Armoni Kids,Cherry Love,Funny Baby,L&A Kids,Marions,Mio Design,Cigit Kids,Chocho,Moonstar Kids,Walenti,Beneti,Happy Wippa,Lajudy Kids,Lovetti,Midimod Gold,Moi Noi,Papulin,Alg Life","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: Contact required for pricing information
Exhibitor Fees: Contact required for pricing information
Exhibitor Registration",,https://www.youtube.com/channel/UCoSFkuSQKbeFXF0Fkny7yow,https://www.facebook.com/cbmeturkey,https://www.instagram.com/cbmetr/,https://www.linkedin.com/company/cbmeturkey/,https://twitter.com/cbmetr
Trade Show,"Baby, Children, Maternity",Children Baby Maternity Expo India,7 Apr 2020-9 Apr 2020,10:00 AM-06:00 PM,10-12 Apr 2019,Apr-21,India,Mumbai,Bombay Convention and Exhibition Centre,6000,130,https://www.cbmeindia.com/,+91 982 150 2287,pankaj.shende@ubm.com,"International Children, Baby & Maternity Industry Expo

To cater to the diverse needs of the Mother and Baby Sector across India and subcontinent, CBME India 2018 offers a wide selection of products and services through its specialised categories Baby care, Mother care, Toys, Apparel, Maternity, Licensing, Pre-School and Day Care.

https://www.cbmeindia.com/Visitors/Why-Visit","Big Cub,Budds Buddy,CuddlyCoo,KeyRoo,Kido Glamz,The Mumum Co.,D9 Toys,Smart Mom,Royal Ausnz,Baby Charm,SpeCtra,Uzin Medicare,Ggumbi,Merissa,Kiddums,Putti Atti,Perfection,Dr. Ato,Azafran,Krakki","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: No info
Exhibitor Fees: Contact required for pricing info
Exhibitor Registration",https://www.cbmeindia.com/Media/Photo-Gallery-2019,https://www.cbmeindia.com/Media/Video-Gallery,https://www.facebook.com/cbme.india/,,https://www.linkedin.com/showcase/cbme-india/,
Trade Show,"Baby, Children, Maternity",Child & Junior Fashion,24 Sep 2019-27 Sep 2019,09:00 AM - 06:00 PM,25-28 Feb 2019,Feb-20,Russia,Moscow,Expocentre,12000,319,https://www.cjf-expo.ru/en/,+7 499 795 39 43,gureeva@expocentr.ru,"International Exhibition for Child and Junior Fashion; Maternity Wear

The CJF  Child and Junior Fashion Exhibition is a unique communication tool for professionals of the children's fashion industry from all over the world. The exhibition helps to strengthen the existing ties with partners as well as to sign new deals. The recent marketing research indicates that buyers are keenly interested in the growth of the exhibition for clothes and footwear for children, teenagers, and expecting mothers.

https://www.cjf-expo.ru/en/why_CJF/","Dan & Dani,Colibri Kids,Fleuer De vie,Grigor'ev Aleksey Viktorovich,Ivbaby,JDL Junior,Karamelli,Katrin Miller,Kiwiland,Malenkaya Lady Ltd,Lucky Child,Olmi Company,Riona Kids,Sky Lake,Viktory & Sergio,Stella,Naslednik Vyzhanova,Moda,Lila Style,GrandLeo","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: No info
Attendee Registration","Sponsorship Fees: Contact required for pricing information
Exhibitor Fees: Contact required for pricing information
Exhibitor Registration",https://www.cjf-expo.ru/en/photo/2019_sp/01/,https://www.youtube.com/playlist?list=PLl5Cy3mtlw0nE4G9zGw_g1vc5xOsxwhbW,,,,
Conference,"Baby, Children, Maternity",International Conference on Pediatrics and Neonatology,25 Jul 2019-26 Jul 2019,09:00 AM - 06:00 PM,,Jul 2020 (expected),Netherlands,Amsterdam,Holiday Inn Amsterdam - Arena Towers,,,http://pediatrics-congress.alliedacademies.com/,,sarah-cristie@alliedscholars.net,"Encompass Emerging Trends in Clinical Pediatrics

Allied Academies takes immense pleasure in inviting all the participants around the globe to attend ""CME Accredited International Conference on Pediatrics and Neonatology"" to be held at at Amsterdam, Netherlands  during July  25-26 ,2019  to nurture and conduct an interdisciplinary research in Pediatrics and Neonatology  which includes Oral presentations, keynote presentations, poster presentations, young research forum and exhibitions.

http://pediatrics-congress.alliedacademies.com/about",,"Eligibility Criteria: Open to industry professionals and academia members
Fees: Vary between $100 - $1.549
Attendee Registration","Sponsorship Fees: No info
Exhibitor Fees: $2.099
Exhibitor Registration",,,,,,
Trade Show & Conference,"Baby, Children, Maternity",Excellence in Early Childhood Education and Care Conference.,16 Aug 2019-17 Aug 2019,09:00 AM-06:00 PM,17-18 Aug 2018,Aug-20,Australia,Melbourne,Crown Conference Centre,500,50,https://vic.childcarealliance.org.au/events/conference,+61 3 9532 2017,vic@childcarealliance.org.au,"A must-attend event for Service Operators, Directors and Educators

Engaging and expert keynote presentations, break out sessions for service operators, early childhood teachers and educators, an expansive trade exhibition and opportunities for networking all add to the appeal of our highly-regarded event.

https://vic.childcarealliance.org.au/events/conference","Burgess Rawson,McArthur,Guild Insurance,ChildCareSuper,Bonkers Beat,Quikkids,Modern Teaching Aids,Ezidebit,Step Learning Resources,Kidsoft,Victorian Inclusion Agency,Offspring Education,ChildHR,Bunnings Warehouse,Multiverse,SleepSmart,Wholesome Child,ChildCareEasyPay.com.au,Bell Bird Kidz,Department of Education and Training","Eligibility Criteria: Open to industry professionals
Fees: Tickets for members vary from $450 to $695
For non-members vary from $550 - $850
Attendee Registration","Sponsorship Fees: Vary between $1.650 -$25.000
Exhibitor Fees: 
Single Booth
ACAV Supplier Member - $2,500, Other Suppliers - $2,800
Double Booth
ACAV Supplier Member - $4,500
Other Suppliers $4,900
Exhibitor Registration",,,https://www.facebook.com/childcarealliancevic,,https://www.linkedin.com/company/australian-childcare-alliance---victoria/,https://twitter.com/ChildcareVic
Trade Show,"Baby, Children, Maternity",Children's Club,4 Aug 2019-6 Aug 2019,09:00 AM - 06:00 PM,3-5 Mar 2019,Mar-20,USA,New York,Pier 94,8000,500,https://www.ubmfashion.com/shows/childrensclub-1#attendee-planning,+1 310 940 4095,kristina.ishchenko@ubm.com,"International exhibition featuring every category of children's clothing

Exhibiting brands reflect an eclectic base of established collections and new designers bursting onto the scene. CHILDREN'S CLUB is an excellent opportunity to be seen by major department stores, online retailers, and better children's specialty boutiques.

https://www.ubmfashion.com/shows/childrensclub-1#attendee-planning","98 Coast Av.,Accessories by Adriana,Baby Club Chic,Charlie's Project,Claire & Charlie,Dex Kids,Eurokids,Gurly Bird,Herschel Supply,Hush Puppies Kids,Island Kids & Kids Isle,Jack & Friends,Juliana from Spain,Kappa,Kiddo,L'Pety Canar,Le Chic,Marc O' Polo,Merrell Kids,Michael Kors Collection","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Contact required for pricing information
Exhibitor Registration",https://www.ubmfashion.com/shows/childrensclub-1#exhibitor-planning?display=modal,https://www.youtube.com/watch?time_continue=2&v=-7THlxYQDdM,,https://www.instagram.com/childrensclub/,,
Trade Show & Conference,"Baby, Children, Maternity",MommyCon & DaddyCon Orlando,30 Aug 2019-31 Aug 2019,01:00 PM - 04:45 PM (30 Aug 2019)|08:00 AM - 03:45 PM (31 Aug 2019),31 Aug-1 Sep 2018,Aug-Sep 2020,USA,Orlando,Caribe Royale Convention Center,1000,48,https://mommycon.com/location/orlando/,,info@mommycon.com,"Meet leading experts who focus on subjects specific to parenting

Join thousands of families who have attended MommyCon & DaddyCon for a weekend of fun for new and expectant parents. We bridge education and learning with an interactive exhibitor hall, countless sessions and a hands-on approach to testing new products. You will meet leading experts who focus on subjects specific to parenting. Meet with one of our resident educators to try on baby carriers in-person.

https://mommycon.com/location/orlando/#faq","Huggies,Bioderma,Abby's Lane,Kindred Bravely,MommyCon Shoppe,Maddie & Izzy,Polyblox,Smart Bottoms / Bumblito,Weston A Price,Lady Eleanor Co.,Happy Family,Charlie Banana,AppleCheeks,Ju-Ju-Be,Lil Tulips,National Peanut Board,Naked Panda,Renzo's Vitamins,Kinderpack,Crescent Womb","Eligibility Criteria: Open to industry professionals and parents
Fees: VIP Admission - $150
Two Day Premium Admission - $75
Two Day Premium Admission Toddler - $75
Premium Admission Baby - $50
Premium Admission Toddler - $50
General Admission - $25
DaddyCon General Admission - $25
Child Admission - Free
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information",,https://www.youtube.com/channel/UCB0rQ07rdtI_EXCfHZsKeeA,https://www.facebook.com/mommyconusa/,https://www.instagram.com/mommycon/,,https://twitter.com/MommyConUSA
Trade Show & Conference,"Baby, Children, Maternity",Bologna Children's Book Fair,30 Mar 2020-2 Apr 2020,09:00 AM - 06:30 PM (30 Mar 2020-31 Mar 2020)|09:00 AM - 03:00 PM (1 Apr 2020),1-4 Apr 2019,Mar-Apr 2021,Italy,Bologna,Fiera di Bologna,28946,1442,http://www.bookfair.bolognafiere.it/en/home/878.html,+39 051 282111,bookfair@bolognafiere.it,"The world's leading professional event dedicated to the children's publishing industry

The Bologna Children's Book Fair is an industry leading event that has succeeded in bringing together a unique and diverse global audience thanks to over 50 years experience. The result is the world's premium copyright exchange hub when it comes to publishing  which also extends to current multimedia and licensing businesses for children's stories, illustration, animation and related areas.

http://www.bookfair.bolognafiere.it/en/the-fair/the-bologna-childrens-book-fair/5656.html","ABC Forlag,Bayard Editions,Carlton Publishing Group,Penguin Random House,Maurizio Corraini SRL,Maison Georges,Hachette Children's Group,La Coccinella SRL,La Galera,Gerstenberg Verlag GmbH & Co. Kg.,JNJ Agency,Oslo Literary Agency,Orchard Books,Feiwel & Friends,Red Bird Publishing,Yekibud Editores,404 Editions,Gallimard Jeunesse,Sassi Editore SRL,Ibby Italia,Natur & Kultur","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: To be announced
Registration will be opened.
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Stand prices vary between 1.870 - 6.585
Compulsory Registration fee - 390
Guest firms registration fee - 390
Collective stands - 160 for each
Exhibitor Registration",http://www.bookfair.bolognafiere.it/en/media/photogallery/2184.html,http://www.bookfair.bolognafiere.it/en/media/video-gallery/2417.html,https://www.facebook.com/BolognaChildrensBookFair,https://www.instagram.com/bolognachildrensbookfair/,https://www.linkedin.com/company/bolognachildrensbookfair/,https://twitter.com/BoChildrensBook
Trade Show,"Baby, Children, Maternity",BeFe BABYFAIR,15 Aug 2019-18 Aug 2019,10:00 AM - 06:00 PM,21-24 Feb 2019,Feb-20,South Korea,Seoul,"Coex, Hall A & B",150000,150,https://www.befe.co.kr/exhibition/fairMain_en.befe?lang=en,,babyfair@befe.co.kr,"The first exhibition of baby products in Korea

Held twice a year in Seoul, 'BeFe BABYFAIR' is the first exhibition of baby products in Korea, which attracts 150 exhibitors with their famous brands from 20 countries around the world. Exhibitors participate at BeFe BABYFAIR as a market test-bed for its new products and promotions. It is recognized as a must-attend exhibition who are planning to launch baby products in Korea. In fact 40% of the exhibitors are from overseas.

https://www.befe.co.kr/exhibition/fairInfo3_en.befe?lang=en","Alvins,Bebecook,David & Kate,English Egg,Gam Seong studio,Hyundai Marine & Fire Insurance,Jang Daewon,Kangaruru,Mamachi,Mothernbaby	,Pampers,Richell,Scandimom,Tommee Tippee,Woodolens,Ziazizo market,Miso,HuBDIC,Gerber,Foogo","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Standard booth - $2.700 (on a 18 sq m rental basis)
Raw booth - $2.300/9 sq m (min. 36 sq m)
Additional facility fees are available.
Exhibitor Registration",https://www.befe.co.kr/exhibition/fairLately1_en.befe?lang=en,https://www.befe.co.kr/exhibition/fairLately2_en.befe?lang=en,,https://www.instagram.com/befebabyfair/,,
Trade Show,"Baby, Children, Maternity",Spielwarenmesse,29 Jan 2020-2 Feb 2020,09:00 AM - 06:00 PM,30 Jan-3 Feb 2019,Jan-Feb 2021,Germany,Nuremberg,Spielwarenmesse,67000,2886,https://www.spielwarenmesse.de/language/1/,+49 911 99813-0,info@spielwarenmesse.de,"The world's leading fair for toys, hobbies and leisure articles

Experience the Spirit of Play at the key meeting point for the toy industry. As the largest and most important event of the year, the toy fair in Nuremberg brings together all international decision-makers. Well-known brands, trendy start-ups, buyers for major chains, independent retailers and large numbers of media representatives combine to make the Spielwarenmesse a unique event for all players in the toys and games market.

https://www.spielwarenmesse.de/fair/fair-profile/language/1/","4D Cityscape Inc.,A.W.E.CO. Srl,AceCamp GmbH,B&G International,Candylab Toys Inc,Carletto Deutschland GmbH,Early Years Resources,Eastcolight (HK ) Limited,ICM Holding Ltd.,Nanchen OHG,Nelson Verlag GmbH,Paintglow,Panda Consumer GmbH,L.A. Larsen AS,Raboesch Models B.V.,Rainbow Designs Ltd,Wader-Wozniak Sp. z o.o.,Child Friend Industrial Co., Ltd.,Konrad Keller GmbH,Kellner SteckfigurenHans-Georg Kellner","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: One-day ticket
presale e-ticket - 19
presale paper ticket - 25
ticket desk - 30
Permanent ticket
presale e-ticket - 38
presale paper ticket - 49
ticket desk - 55
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Raw stands - 179 /sq m
Corner stands - 218/sq m
Head stands - 234/sq m
Block stands - 238/sq m
Minimum stand size 9 sq m
Exhibitor Registration",,https://www.youtube.com/channel/UC8EUAYEuJrv42FdK1ZM3ybQ?sub_confirmation=1,https://www.facebook.com/Spielwarenmesse,https://www.instagram.com/spielwarenmesse/,https://www.linkedin.com/showcase/spielwarenmesse/,https://twitter.com/inttoyfair
Trade Show,"Baby, Children, Maternity",Toy Fair New York,22 Feb 2020-25 Feb 2020,09:00 AM - 06:00 PM (22 Feb 2020-24 Feb 2020)|09:00 AM - 04:00 PM (25 Feb 2020),16-19 Feb 2019,Feb-21,USA,New York,Jacob K. Javits Convention Center,30000,1000,https://www.toyfairny.com/,+1 646 454 5589,lmangiaracina@toyassociation.org,"The Largest International Toy Fair

The global toy community gathers at Toy Fair to buy and sell product, pitch and exchange ideas, meet with partners, and so much more. This is a trade-only event for play professionals.

https://www.toyfairny.com/tf/exhibit/toyfair/exhibit/why-toy-fair.aspx","Akibabus Ltd,Barry and Jason - Games & Entertainment,Contender Brands,DoodleMatic,Drop the Puck,EasyRead Time Teacher Ltd,Elly Lu Organics,GoFunFace.com,Jaq Jaq Bird,Oribel Inc,PlayMonster LLC,Pocket Box Office,POWERUP Toys,Strictly Briks,TeeTurtle LLC,USAOPOLY,Whatsitsface?,Baby Paper,Cortex Toys,CutieLine LLC","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Contact required for pricing information
Attendee Registration","Sponsorship Fees: Various options available. Contact required for pricing information
Exhibitor Fees: Combo package - $3.500
Raw space only option - $35/sq ft (100 sq ft min.)
Tabletop exhibit - $1.600 for Toy Association members, $2.200 for non members
Exhibitor Registration",,https://www.youtube.com/playlist?list=PLCcfWgJBwb1iAUNa_queNqr3jOltM3AIn,https://www.facebook.com/TheToyAssociation,https://www.instagram.com/toyfair_ny/,,https://twitter.com/toyfairny
Trade Show,"Baby, Children, Maternity",INDX Kidswear,9 Feb 2020-10 Feb 2020,09:00 AM - 06:00 PM (9 Feb 2020)|09:00 AM - 05:00 PM (10 Feb 2020),30 Jun-1 Jul 2019,Jun-Jul 2021,United Kingdom,Shirley,Cranmore Park,12000,200,https://www.indxshow.co.uk/kidswear,+44 121 683 1415,kidswear@indxshow.co.uk,"The only show of its kind in the UK

INDX Kidswear showcases an unrivalled selection of over 200 fashion, accessories, footwear and special-occasion exhibitors, including both leading names and up and coming brands, to help you discover your next bestseller.

https://www.indxshow.co.uk/kidswear","Balloon Chic,Chipmunks,Bench,Antony Morato Junior,Hatley,Fabelab,Jelly Bean London,John Richmond Jr,Little Green Radicals,Peter Jo Kids,Petit Bateau,Steiff Clothing and Plush Toys,Zoocchini,Nursery Time,Mintini Baby,The Middle Daughter,Little Giants Ltd,Little Darlings Ceremony,Kids ONLY,Juliana Baby Clothes","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information",https://www.indxshow.co.uk/kidswear/kidswear-gallery,https://www.youtube.com/playlist?list=PLeWpTWk1x4vojGSK3jAqRnDKN2EAGkWEx,https://www.facebook.com/IndependentKidsShow,https://www.instagram.com/indxkidswear/,https://www.linkedin.com/company/indx-independent-exhibitions/,https://twitter.com/Indxkidswear
Trade Show,"Baby, Children, Maternity",International Tokyo Toy Show,13 Jun 2019-16 Jun 2019,10:00 AM - 05:30 PM (13 Jun 2019)|10:00 AM - 05:00 PM (14 Jun 2019)|09:00 AM - 05:00 PM (15 jun 2019)|09:00 AM - 04:00 PM (16 Jun 2019),7-10 Jun 2018,Jun-20,Japan,Tokyo,Tokyo Big Sight,20000,197,http://www.toys.or.jp/toyshow/index_en.html,,toyshow2019@toys.or.jp,"Tokyo's annual toy exhibition

Various toy manufacturers from around the world gathered at the Tokyo Big Sight for a four-day toy exhibition where they showcase a plethora of colors and figures with toy displays all over the place providing a great whole day experience not only to children but even to those that are children at heart.

http://www.toys.or.jp/toyshow/index_en.html","Angel Trump Co. Ltd.,Bandai Co. Ltd.,Sega Toys Co. Ltd.,Shimzu Corporation,Hasbro Japan GK,Freesia Enterprise Ltd.,Universal Soft Co. Ltd.,Natsuaki,Sony Creative Products Inc.,Sony Interactive Entertainment Inc.,Miyuki-Seiko Co. Ltd.,Kawada Co. Ltd.,Games Workshop,Platz Co. Ltd.,Hello Mac,Ensky Co. Ltd.,Fuji Boeki Co. Ltd.,Lumica Corporation,The Japan Toy Association,TK Create","Eligibility Criteria: 13-14 Jun open to trade visitors
15-16 Jun open to general public
Fees: Free
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Contact required for further information",,,,,,
Conference,"Baby, Children, Maternity",Florida Krimes Against Kids Conference,7 Aug 2019-9 Aug 2019,09:00 AM - 06:00 PM,25-27 Jul 2018,,USA,Orlando,Disney's Coronado Springs Resort,500,,https://www.fncac.org/2019-conference,+1 850 671 4791,fncac@fncac.org,"The Conference that promises to provide something to everyone

With over 50 sessions in three days, the 2019 Conference promises to provide something for everyone. Our faculty includes presenters who are recognized for their passion and expertise. The combination of high-quality training, tremendous networking opportunities and the excitement of the Walt Disney World Resort offers an experience that will challenge and inspire everyone who attends the conference.

https://www.fncac.org/2019-conference",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,,https://twitter.com/FNCAC
Conference,"Baby, Children, Maternity",Kidz In Motion Conference,22 Aug 2019-24 Aug 2019,09:00 AM-06:00 PM,,Aug-20,USA,Orlando,Omni Orlando Resort at ChampionsGate,,,http://kidzinmotion.org/,+1 407 595 4464,info@kidzionmotion.us,"National Child Passenger Safety Conference

The Annual Kidz In Motion Conference is a national child passenger safety conference which aims to develop an inclusive Child Passenger Safety Community through collaboration, networking and mentoring, educate and inspire the passion for Child Passenger Safety, and create a positive, respectful and interactive learning environment.

http://kidzinmotion.org/about-us/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference registration rates
Before May 2, 2019 - $350.00
May 2, 2019 - July 1, 2019 - $425.00
After July 1, 2019 - $500.00
Pre-conference registration rates
Full Day Workshop - $125/$150/$175
Half-Day Workshop - $75/$100/$125
2 Half-Day Workshops - $125/$150/$250
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: By May 1, 2019
Non-profit - $400
For-profit - $750
After May 1, 2019
Non-profit - $500
For-profit - $1.000
Exhibitor Registration",,,https://www.facebook.com/Kidz.In.Motion,https://www.instagram.com/kidz_in_motion/,,https://twitter.com/kidzinmotion1
